text,created_at,source,id,author_id,,,,
Hellooo @GrabMY dah kenapa account suspended ni?,2021-08-19T13:43:36.000Z,Twitter for iPhone,1.43E+18,1.03E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:43:21.000Z,Twitter Web App,1.43E+18,1.10E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:43:07.000Z,Twitter for Android,1.43E+18,7.19E+17,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:43:03.000Z,Twitter for Android,1.43E+18,1.28E+18,,,,
Bongok punya @foodpanda_my dia punya sistem sendiri yang cacat pastu tetiba customer yang kena tanggung???? Babailahko lepas ni aku guna @GrabMY ✨dengan Beep je ♥️,2021-08-19T13:42:54.000Z,Twitter for iPhone,1.43E+18,43700860,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:42:15.000Z,Twitter for iPhone,1.43E+18,522003691,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:41:53.000Z,Twitter for iPhone,1.43E+18,1.39E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:41:53.000Z,Twitter for iPhone,1.43E+18,1005609493,,,,
@XavierNaxa @GrabMY Harap grab boleh buat minimum topup tu rendah juga 😒😒😒,2021-08-19T13:41:43.000Z,Twitter for Android,1.43E+18,816811184,,,,
@XavierNaxa @GrabMY Smooth min😉,2021-08-19T13:41:35.000Z,Twitter for Android,1.43E+18,1.21E+18,,,,
"RT @XavierNaxa: Jika mahu kami berkorban, @GrabMY juga perlu berkorban.",2021-08-19T13:41:03.000Z,Twitter for Android,1.43E+18,1.21E+18,,,,
"RT @XavierNaxa: Jika mahu kami berkorban, @GrabMY juga perlu berkorban.",2021-08-19T13:40:32.000Z,Twitter for iPad,1.43E+18,116250775,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:40:11.000Z,Twitter for iPad,1.43E+18,116250775,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:40:05.000Z,Twitter for Android,1.43E+18,9.11E+17,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:39:52.000Z,Twitter for iPhone,1.43E+18,1.04E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:39:18.000Z,Twitter for iPhone,1.43E+18,141559997,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:39:06.000Z,Twitter for Android,1.43E+18,1.10E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:38:55.000Z,Twitter for Android,1.43E+18,859777862,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:38:30.000Z,Twitter for iPhone,1.43E+18,2187776384,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:38:05.000Z,Twitter for iPhone,1.43E+18,7.89E+17,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:37:43.000Z,Twitter for iPhone,1.43E+18,1.39E+18,,,,
"RT @XavierNaxa: Jika mahu kami berkorban, @GrabMY juga perlu berkorban.",2021-08-19T13:37:43.000Z,Twitter Web App,1.43E+18,241721211,,,,
Mahal la grab food… Baik “grab” sendiri je kat kedai… Kita berkorban follow SOP ketat… 💪🏼💪🏼💪🏼 https://t.co/dCp3GXo9WK,2021-08-19T13:37:42.000Z,Twitter for iPhone,1.43E+18,47522353,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:37:40.000Z,Twitter Web App,1.43E+18,241721211,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:37:39.000Z,Twitter for iPhone,1.43E+18,1448797231,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:37:27.000Z,Twitter for iPhone,1.43E+18,481871466,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:36:44.000Z,Twitter for iPhone,1.43E+18,80768138,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:36:28.000Z,Twitter for Android,1.43E+18,992934060,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:36:13.000Z,Twitter for Android,1.43E+18,1.30E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:35:45.000Z,Twitter for iPhone,1.43E+18,980906300,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:35:41.000Z,Twitter for iPhone,1.43E+18,390057626,,,,
"RT @XavierNaxa: Jika mahu kami berkorban, @GrabMY juga perlu berkorban.",2021-08-19T13:35:28.000Z,Twitter for iPhone,1.43E+18,2634041429,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:35:07.000Z,Twitter for Android,1.43E+18,2939498022,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:34:48.000Z,Twitter for iPhone,1.43E+18,1.08E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:34:45.000Z,Twitter for Android,1.43E+18,1.11E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:34:43.000Z,Twitter for iPhone,1.43E+18,2264638237,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:34:31.000Z,Twitter for iPhone,1.43E+18,1475307763,,,,
Mohon agar dapat kurangkan sedikit caj di kedai supaya harga makanan blh dikurangkan. https://t.co/8fbGeGqpuA,2021-08-19T13:34:13.000Z,Twitter for iPhone,1.43E+18,137258433,,,,
"RT @XavierNaxa: Jika mahu kami berkorban, @GrabMY juga perlu berkorban.",2021-08-19T13:34:12.000Z,Twitter for iPhone,1.43E+18,1.08E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:33:37.000Z,Twitter for iPhone,1.43E+18,507181145text,created_at,source,id,author_id
"Saya tidak pertikai kos pen…""",2021-08-19T13:33:31.000Z,Twitter for iPhone,1.43E+18,237766122,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:33:07.000Z,Twitter for iPhone,1.43E+18,2259309679,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:33:01.000Z,Twitter for Android,1.43E+18,8.71E+17,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:32:51.000Z,Twitter for Android,1.43E+18,1374572150,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:32:37.000Z,Twitter for Android,1.43E+18,1.27E+18,,,,
"Saya tidak pertikai kos pen…""",2021-08-19T13:32:31.000Z,Twitter for iPhone,1.43E+18,301559465,,,,
"I was given ride by a @DACSEEOFFICIAL driver this evening, and he told me that Airsia bought dacsee &amp; moving to the airsia app soon. I also read @tonyfernandes_ bought DeliverEat. That’s show the biggest competitor of @GrabMY would be @airasia, tony on the way to lead Asia again",2021-08-19T13:32:09.000Z,Twitter for iPhone,1.43E+18,2225995695,,,,
"Jika mahu kami berkorban, @GrabMY juga perlu berkorban.",2021-08-19T13:31:36.000Z,Twitter for Android,1.43E+18,3286689331,,,,
"Alangkah moleknya jika @GrabMY kurangkan komisen agar harga makanan tidak luar biasa mahalnya.
Saya tidak pertikai kos penghantaran, cuma peratus kenaikan makanan yang tinggi membebankan pengguna lebih-lebih lagi pada waktu ini. https://t.co/9mSwQ0MtUf",2021-08-19T13:31:35.000Z,Twitter for Android,1.43E+18,3286689331,,,,
"RT @GrabMY: @TheRushality Me too! Walaupun hati ini rindu dengan kerusi mamak 😣..kita berkorban lah sikit, demi keselamatan diri dan semua.…",2021-08-19T13:28:47.000Z,Twitter for iPhone,1.43E+18,1.29E+18,,,,
@GrabMY @TheRushality Jaga diri kay? 🙇,2021-08-19T13:28:16.000Z,Zendesk,1.43E+18,454609037,,,,
"RT @GrabMY: @TheRushality Me too! Walaupun hati ini rindu dengan kerusi mamak 😣..kita berkorban lah sikit, demi keselamatan diri dan semua.…",2021-08-19T13:26:34.000Z,Twitter for Android,1.43E+18,292382019,,,,
@GrabMY Betul 😭😭😭❤❤❤,2021-08-19T13:26:20.000Z,Twitter for Android,1.43E+18,292382019,,,,
"@GrabMY Baiklah, terima kasih ❤️",2021-08-19T13:17:20.000Z,Twitter for Android,1.43E+18,205139663,,,,
@GrabMY Hi faham. Terima kasih. Boleh ke digunakan utk mart?,2021-08-19T13:10:51.000Z,Twitter for Android,1.43E+18,205139663,,,,
"Nak tanyaaaaa, kalau dah topup kat grab food kan. Boleh ke kalau nak masukkan dalam acc kita balik? @GrabMY",2021-08-19T13:03:27.000Z,Twitter for Android,1.43E+18,205139663,,,,
Why is Grab Help Centre not working? My points were deducted even though I did not redeem it! @GrabMY I’m trying to get assistance via the Help Centre but am unable to access 😓,2021-08-19T12:57:27.000Z,Twitter for iPhone,1.43E+18,169420447,,,,
@faqihsyakiran @GrabMY Okay 😊,2021-08-19T12:35:17.000Z,Twitter Web App,1.43E+18,1.14E+18,,,,
@GrabMY sama2 😉👍🏻,2021-08-19T12:33:14.000Z,Twitter for iPhone,1.43E+18,370753323,,,,
@pisanglemakman1 @GrabMY Spend min RM250 at any online store and pay via grab pay later or grab installment . lepastu dpt instant rebate Rm50 untuk new user paylater grab FOR  existing RM30 je,2021-08-19T12:26:42.000Z,Twitter Web App,1.43E+18,1.29E+18,,,,
Kalau ada penambahbaikan yg boleh dibuat oleh developer @GrabMY or @foodpanda_my ialah dgn menambah features spt ‘Sharing Location’ mcm dalam WhatsApp. Fungsi ni actually dpt memudahkan rider2 utk terus dpt location customer dgn lebih mudah &amp; tepat.,2021-08-19T12:24:27.000Z,Twitter for iPhone,1.43E+18,370753323,,,,
@faqihsyakiran @GrabMY Mcm mne buat ni?,2021-08-19T12:21:55.000Z,Twitter Web App,1.43E+18,1.14E+18,,,,
🥺 lah kene redeem rupanya igt kene beli baru dpt .. thanks @GrabMY https://t.co/55rRWZ9CNM,2021-08-19T12:19:00.000Z,Twitter for Android,1.43E+18,1.29E+18,,,,
"@GrabMY Thank you, the issue was resolved.",2021-08-19T11:39:24.000Z,Twitter for iPhone,1.43E+18,398550416,,,,
Fasa 1 dine in boleh. Tapi grabcar masih satu kete sorang je passenger even satu family pon. @GrabMY update please.,2021-08-19T11:15:31.000Z,Twitter for Android,1.43E+18,377193605,,,,
"@GrabMY Oh sorry, one more question - for vaccination, one person can accompany making it 3 pax including the driver ya?",2021-08-19T11:14:41.000Z,Twitter for iPhone,1.43E+18,38125338,,,,
@ZikryMohamad @GrabMY YASHHHH PLEASE PLANNNNN! Jom awal September! Sebab Ash cuti from 1st-5th hehehe,2021-08-19T11:13:32.000Z,Twitter for iPhone,1.43E+18,2256321594,,,,
@ashrahmxn @GrabMY Takpe esok da boleh dine in. OMG ASH WHEN CAN WE MEET HAHAHAHAHHA,2021-08-19T11:12:45.000Z,Twitter for iPhone,1.43E+18,139435311,,,,
@ZikryMohamad @GrabMY Sedihh 😭😭 baru nak order makanan korea sobsob,2021-08-19T11:11:58.000Z,Twitter for iPhone,1.43E+18,2256321594,,,,
@GrabMY Ok thanks!,2021-08-19T11:09:34.000Z,Twitter for iPhone,1.43E+18,38125338,,,,
@ashrahmxn @GrabMY Maybe hujan Ash. Mader kena mcm ni semalam walaupun kedai bawah rumah je,2021-08-19T11:08:40.000Z,Twitter for iPhone,1.43E+18,139435311,,,,
"@ifdec_ @IhappyifUhappy Haaa, apo lagi, jom order cepat! 😋 https://t.co/5WmKpmmJGf",2021-08-19T11:08:31.000Z,Twitter Web App,1.43E+18,454609037,,,,
@GrabMY Why is restaurant 2km away is out of delivery area but 10km away is open for order in the app?,2021-08-19T11:02:58.000Z,Twitter for iPhone,1.43E+18,2992511,,,,
"RT @nurizzat_: .@GrabMY @KyochonMalaysia Surely this type of marketing is not legal right? It says here ""30% Off"". But the catch is RM 25 M…",2021-08-19T10:53:24.000Z,Twitter for iPhone,1.43E+18,468234514,,,,
"Why almost everything under my most frequent restaurants list “out of delivery area” this week, especially today @GrabMY?",2021-08-19T10:30:02.000Z,Twitter for iPhone,1.43E+18,38125338,,,,
What kind of sorcery is this? IOI is just 10 minutes away from my place 😑 @GrabMY https://t.co/QcPIBkuWK2,2021-08-19T10:15:03.000Z,Twitter for iPhone,1.43E+18,2256321594,,,,
Emm help? @GrabMY https://t.co/7AE8g320H4,2021-08-19T09:51:55.000Z,Twitter for iPhone,1.43E+18,398550416,,,,
"@GrabMY Hi, please check my dim. Thanks",2021-08-19T09:29:29.000Z,Twitter for iPhone,1.43E+18,2682605648,,,,
@MY_Airports @my_sejahtera @LazadaMY @ShopeeMY @AbgChopii @GrabMY @UKinMalaysia @MAS,2021-08-19T08:16:01.000Z,Twitter for Android,1.43E+18,1.43E+18,,,,
"Hi @GrabMY, please check DM.",2021-08-19T08:03:05.000Z,Twitter for iPhone,1.43E+18,313194384,,,,
"RT @GrabMY: @aqi_mantoya Meh, meh...kita tolong awak. Cuba tengok ni sat, hope it at lest helps! : https://t.co/pdTP3THp4n 💚",2021-08-19T07:19:45.000Z,Twitter for iPhone,1.43E+18,2423165671,,,,
@GrabMY 😋 thanks @GrabMY,2021-08-19T07:19:10.000Z,Twitter for iPhone,1.43E+18,2423165671,,,,
"🇲🇾 Lai Chee…""",2021-08-19T06:56:58.000Z,Twitter for iPhone,1.43E+18,424049348,,,,
Hi @GrabMY please check your dm ya.,2021-08-19T06:14:06.000Z,Twitter for iPhone,1.43E+18,46371875,,,,
Yo @GrabMY what's with all these fees.....why is McD also charging me a fee lmao. I might as well go pick it up myself fuck this daylight robbery https://t.co/l2rAPfG3ks,2021-08-19T06:04:48.000Z,Twitter for Android,1.43E+18,448420317,,,,
"@foodpanda_my mahal.. foodpanda mahal... foodpanda makin mahal 😭 
Complained kat kedai diorg ckp terpaksa naikkan harga sbb cover cost foodpanda. Tu blm campur harga rider lg 😢 
Musim pkp pulak tu.. 😭 
@GrabMY tolong bg murah skit utk food so kami ada option waktu pkp ni 😢",2021-08-19T06:04:23.000Z,Twitter for iPhone,1.43E+18,2423165671,,,,
@GrabMY Tak pe esok sy cuba lagi. Thanks 😊,2021-08-19T05:26:57.000Z,Twitter for iPhone,1.43E+18,9.82E+17,,,,
"Embrace your Malaysian taste buds by sipping on our SehaTEA Sejiwa limited edition drinks 😉💜
🇲🇾 Lai Chee Kang Tea
🇲🇾 ABC Milk Tea
Teas that connect us all.
Available at all Chatime outlets nationwide and delivery platforms:
@foodpanda_my 
@GrabMY 
@beep.my https://t.co/hrwBq2vVWk",2021-08-19T05:15:30.000Z,Twitter for iPhone,1.43E+18,8.32E+17,,,,
@GrabMY salam... sy ada 1 masalah...kereta wife sy ada org lain (xkenal) telah mendaftar jadi grab..jadi masalah bila sy nak renew roadtax... mcm mn penyelesaianya?tq,2021-08-19T04:54:47.000Z,Twitter for Android,1.43E+18,41008585,,,,
"RT @MichelleYesudas: Change will never look like creepy party negotiations in back alleyways and hotel spaces
We should radically &amp; critic…",2021-08-19T04:54:46.000Z,Twitter for Android,1.43E+18,242150181,,,,
"We should radically &amp; critic…""",2021-08-19T04:23:15.000Z,Twitter for Android,1.43E+18,1.25E+18,,,,
"@GrabMY Grab will of course lead to a privatised dystopian reform process, but it was worth a shot",2021-08-19T04:20:55.000Z,Twitter Web App,1.43E+18,326571719,,,,
"We should radically &amp; critic…""",2021-08-19T04:16:03.000Z,Twitter for iPhone,1.43E+18,9.81E+17,,,,
"Change will never look like creepy party negotiations in back alleyways and hotel spaces
We should radically &amp; critically examine our constitutional provisions for elections &amp; the formation of govt under the Westminster System
Integrate @GrabMY for electoral reform🤣Rate my PM",2021-08-19T04:14:18.000Z,Twitter Web App,1.43E+18,326571719,,,,
@GrabMY thank you for the clarification and for the fast reply,2021-08-19T02:10:35.000Z,Twitter for iPhone,1.43E+18,406165450,,,,
the second one was charged bcs i am on my way to the clinic but the first one though? i thought if the driver cancelled i wasn’t supposed to be charged at all? @GrabMY,2021-08-19T02:03:46.000Z,Twitter for iPhone,1.43E+18,406165450,,,,
@GrabMY why did you charge me with the riding fee when the driver clearly cancelled my ride? It’s 10am in the morning I really dont need more headache that what I’m having now https://t.co/Tv7sewMXD5,2021-08-19T02:02:21.000Z,Twitter for iPhone,1.43E+18,406165450,,,,
Frust betul lah! Asyik dapat driver berhenti first stop dulu lepas tu jauh pulak tu. @GrabMY,2021-08-19T01:49:06.000Z,Twitter for iPhone,1.43E+18,28541460,,,,
@GrabMY Saya dah lambat https://t.co/kzy4TdzbkM,2021-08-19T00:52:52.000Z,Twitter for iPhone,1.43E+18,7.77E+17,,,,
Harga grab pagi ni almost double 🥲 @GrabMY https://t.co/UDZvIDKu6t,2021-08-19T00:41:33.000Z,Twitter for iPhone,1.43E+18,7.77E+17,,,,
"@becktdennis Alamak 🤦‍♂️ so sorry kerana tunngu lama sangat pepagi tadi. In the event that long searching time, this may due to lack of driver that particular area. You may try again to place booking or try again besok pagi ya 😊 Stay safe 💚 https://t.co/S8EMDvQ5hw",2021-08-18T18:12:23.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@jstkeidding Wowww 😀 Mesti happy you kan dapat handsome Grab Driver 😊 Terima kasih memberikan sokongan padu anda kepada #Grab 💚 Stay safe ❤ https://t.co/YQw2o94fX3,2021-08-18T18:06:47.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
"@emdeeeff Jom naik #GrabCar  🚗 Pastikan memakai pelitup muka sepanjang perjalanan 😊
Stay safe ya 💚 https://t.co/TmEkYCJl17",2021-08-18T17:54:21.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@AmniBetty__ Wah dah buat macam #detour pulak ya 😂 Terima kasih menggunakan perkhidmatan #GrabCar kami dan stay safe ya 💚 https://t.co/NSswtDA9OZ,2021-08-18T17:45:56.000Z,Sprinklr Publishing,1.43E+18,454609037,,,,
@GrabMY thank you!,2021-08-18T15:21:32.000Z,Twitter for Android,1.43E+18,1.04E+18,,,,
"RT @haryanimsl: Ping pong ping pong !!! Dapoq Cin Teepah onss arini boleh Walk-in atau order feom @foodpanda_my and @GrabMY !! 
Ape2 boleh…",2021-08-18T15:13:30.000Z,Twitter for iPhone,1.43E+18,1.36E+18,,,,
"Hi @GrabMY saya nak tanya, grab express, business hours tu dari jam berapa ye?",2021-08-18T15:04:53.000Z,Twitter for Android,1.43E+18,1.04E+18,,,,
@biriyaniMami @secretrecipemy_ @GrabMY ellam yen thala vithi,2021-08-18T13:37:54.000Z,Twitter for iPhone,1.43E+18,7.60E+17,,,,
@GrabMY u. sakit hati i u.,2021-08-18T13:36:38.000Z,Twitter for iPhone,1.43E+18,7.60E+17,,,,
@rupinmars @secretrecipemy_ @GrabMY Can’t * typo,2021-08-18T13:17:18.000Z,Twitter for iPhone,1.43E+18,2837987328,,,,
"@rupinmars @secretrecipemy_ @GrabMY 🥲🥲🥲half your money inside the plastic bag like old coins of 1sen. 
You can use to it buy stuff",2021-08-18T13:17:03.000Z,Twitter for iPhone,1.43E+18,2837987328,,,,
@GrabMY Thank you for replying. Do they get additional incentive or more lenient delivery time when it's raining?,2021-08-18T13:17:03.000Z,Twitter for Android,1.43E+18,720186440,,,,
"Last2 dia cancel order aku @GrabMY duit dah potong, bagi harapan palsu, sekarang ni aku gastric, ha macamana? Makesure refund secepat korang potong duit aku eh. https://t.co/fZXjD542G9",2021-08-18T13:11:57.000Z,Twitter for iPhone,1.43E+18,1.10E+18,,,,
@aziimyusof @GrabMY sabar bosss #takbirr,2021-08-18T12:56:18.000Z,Twitter for Android,1.43E+18,1799297281,,,,
"RT @shazwan_sazali: Kepada riders @foodpanda_my ke @GrabMY ke,
Sila bawa motor berhati2.
PATUHI UNDANG2 JALAN.
Minggu ini sahaja Ive recei…",2021-08-18T12:45:30.000Z,Twitter for Android,1.43E+18,2570726514,,,,
"Minggu ini sahaja Ive recei…""",2021-08-18T12:38:18.000Z,Twitter for Android,1.43E+18,595676539,,,,
@junonboii I'm actually not too sure about this. Isn't it fixed rate? Care to explain @GrabMY ?,2021-08-18T12:37:55.000Z,Twitter for Android,1.43E+18,720186440,,,,
"Minggu ini sahaja Ive recei…""",2021-08-18T12:18:20.000Z,Twitter Web App,1.43E+18,145534327,,,,
"Kepada riders @foodpanda_my ke @GrabMY ke,
Minggu ini sahaja Ive received many riders yg accident.
Company/customer pls jgn paksa riders utk cepat sampai.
Keutamaan adalah kslmtn mereka.
Operation bnyk kena tunda musim COVID ni.",2021-08-18T12:16:49.000Z,Twitter for iPhone,1.43E+18,128231581,,,,
"RT @nurizzat_: .@GrabMY @KyochonMalaysia Surely this type of marketing is not legal right? It says here ""30% Off"". But the catch is RM 25 M…",2021-08-18T12:01:55.000Z,Twitter Web App,1.43E+18,8.86E+17,,,,
@staronline When will Malaysia do the same on the Grab @GrabMY @MOTMalaysia,2021-08-18T11:12:31.000Z,Twitter for Android,1.43E+18,1.40E+18,,,,
@neighyomi @GrabMY Can’t you just make it available?,2021-08-18T10:57:24.000Z,Twitter for iPhone,1.43E+18,380894109,,,,
"Yo @GrabMY I ordered at 2 for 3pm meal. It's 6, I'm hungry, refund me so I can order please and thanks",2021-08-18T10:06:54.000Z,Twitter for Android,1.43E+18,219969581,,,,
@zrlmqhl23 @GrabMY,2021-08-18T09:31:08.000Z,Twitter for Android,1.43E+18,408519761,,,,
"RT @GrabMY: @farisfwn_ In shaa Allah hujan rahmat, bang. Moga melimpah ruah rezeki semua rider musim hujan ni.. #yangpentingHatiHati #pakai…",2021-08-18T09:06:07.000Z,Twitter for Android,1.43E+18,349083830,,,,
@syafique @GrabMY https://t.co/7qkzDDujUO,2021-08-18T08:57:30.000Z,Twitter Web App,1.43E+18,57149962,,,,
@GrabMY part of my order wasn't delivered. Your driver or the restaurants fault I'll guess we'll never know.I'm out of pocket. Automated response from you. So what exactly am I supposed to do? Customer service=shockingly disappointing.@joelycett  do you have a Malaysian cousin?,2021-08-18T08:44:17.000Z,Twitter for Android,1.43E+18,39083166,,,,
@GrabMY Wow Grab.  Comment pasal orang laju jeh reply... You bila nak improve???,2021-08-18T07:38:29.000Z,Twitter for Android,1.43E+18,3976448112,,,,
RT @GrabMY: @GrabMY @itsraimisyahmi Terbaekkk! 👉👍💚💚 Semoga ada improvement. 😊,2021-08-18T07:30:19.000Z,Twitter for Android,1.43E+18,561170576,,,,
RT @GrabMY: @itsraimisyahmi Jangan lupa rate merchant tu and give feedback tentang yang kurang sedap tu.. This is crucial for their improve…,2021-08-18T07:30:14.000Z,Twitter for Android,1.43E+18,561170576,,,,
@GrabMY @itsraimisyahmi Terbaekkk! 👉👍💚💚 Semoga ada improvement. 😊,2021-08-18T07:26:00.000Z,Zendesk,1.43E+18,454609037,,,,
@GrabMY Thank u grab i already rated them right after makan satu suap ehe&lt;3,2021-08-18T07:23:19.000Z,Twitter for iPhone,1.43E+18,606954364,,,,
"RT @nurizzat_: .@GrabMY @KyochonMalaysia Surely this type of marketing is not legal right? It says here ""30% Off"". But the catch is RM 25 M…",2021-08-18T07:00:34.000Z,Twitter for iPhone,1.43E+18,109577114,,,,
"@GrabMY your app is weird. All the restaurants near my area are ""out of delivery area"" and all those restaurants that are far away are being suggested. Might be a bug, you should look into that.",2021-08-18T06:56:59.000Z,Twitter Web App,1.43E+18,8.36E+17,,,,
@GrabMY Thank you for the response,2021-08-18T06:49:13.000Z,Twitter for Android,1.43E+18,1049446051,,,,
@GrabMY Please reply my dm asap,2021-08-18T06:40:24.000Z,Twitter for Android,1.43E+18,1049446051,,,,
@GrabMY kenapa susah sangat nak pakai? Sebelom ni okay senang. Bila topup tapi tak boleh pakai. Benda sia????,2021-08-18T06:23:20.000Z,Twitter for Android,1.43E+18,1049446051,,,,
"@GopiAtMDEC @astroonline @GrabMY Hello! Thank you for this wonderful post, which been validated by our team for meeting our posting guidelines. We are pleased to share that with your post, we will be channeling RM10 to NGOs/NPOs supporting mental health. 
Thank you for sharing! #HelloWeCan 💛",2021-08-18T05:45:46.000Z,Twitter Web App,1.43E+18,68634160,,,,
"@iztyl90 @GrabMY Hello! Thank you for this wonderful post, which been validated by our team for meeting our posting guidelines. We are pleased to share that with your post, we will be channeling RM10 to NGOs/NPOs supporting mental health. 
Thank you for sharing! #HelloWeCan 💛",2021-08-18T05:41:50.000Z,Twitter Web App,1.43E+18,68634160,,,,
@tomyamadabi @GrabMY 😂😂😂,2021-08-18T05:26:49.000Z,Twitter for Android,1.43E+18,36414856text,created_at,source,id,author_id
@AtenHyukkie Attention @GrabMY haha.,2021-08-18T05:22:35.000Z,Twitter for Android,1.43E+18,469421770,,,,
"Bodoh apa kau grab, lunch2 ni pun nak high fare juga ke? Aku dri spital kott.. @GrabMY",2021-08-18T05:05:55.000Z,Twitter for iPhone,1.43E+18,265382986,,,,
@sengfoo88 @GrabMY Best Char Siew around 🔥🔥,2021-08-18T04:41:21.000Z,Echofon,1.43E+18,252690467,,,,
"@GrabMY Hi @GrabMY .
I have already DM you",2021-08-18T04:40:43.000Z,Twitter Web App,1.43E+18,7.85E+17,,,,
"@shenlimja @GrabMY do share your feedback with them so they may escalate your case via their established SOPs to us + handle your case accordingly on their end.
Apologies the inconvenience caused and thanks for your understanding!(2/2)",2021-08-18T04:36:37.000Z,Sprout Social,1.43E+18,57149962,,,,
"@shenlimja @GrabMY Hi @shenlimja, thank you for highlighting this for our attention. However, as the order was placed with and fulfilled by GrabFood,(1/2)",2021-08-18T04:36:30.000Z,Sprout Social,1.43E+18,57149962,,,,
"Hi @GrabMY @pizzahutmsia .
The food quality is so good and but their system problem Said that I order at 6:00 PM ...
Please look into this matter thank you ☺️🤣 https://t.co/YcFfroeBTV",2021-08-18T04:29:12.000Z,Twitter for Android,1.43E+18,7.85E+17,,,,
"Ape2 boleh…""",2021-08-18T04:21:27.000Z,Twitter for Android,1.43E+18,1.22E+18,,,,
"Ape2 boleh…""",2021-08-18T04:14:39.000Z,Twitter Web App,1.43E+18,1.37E+18,,,,
@Pandaphiler Biasanya nak cancel dia ada tanya sebab apa. Kalau ada option rider ask to cancel amik option tu. Kalau dak mention je twitter Grabmy,2021-08-18T04:05:40.000Z,Twitter Web App,1.43E+18,56546515,,,,
Kenapa dengan lalamove &amp; @GrabMY today? Nak hantar brg pun susah 🤦🏻,2021-08-18T03:58:09.000Z,Twitter for iPhone,1.43E+18,2496796026,,,,
#HelloWeCan - It's been a rough year yes. But I believe we can. Let's support this with @womensaidorg @MIASAMalaysia @GrabMY &amp; GETHA! https://t.co/IiZMd6TRxE,2021-08-18T03:53:20.000Z,Twitter for iPhone,1.43E+18,892878960,,,,
"Ape2 boleh…""",2021-08-18T03:38:37.000Z,Twitter Web App,1.43E+18,2209056296,,,,
"RT @sengfoo88: Dear @GrabMY, please add a Reorder button for failed orders so that I don't need to key in my order again. https://t.co/2lTt…",2021-08-18T03:35:14.000Z,Twitter Web App,1.43E+18,4166808678,,,,
"Dear @GrabMY, please add a Reorder button for failed orders so that I don't need to key in my order again. https://t.co/2lTtb027mO",2021-08-18T03:30:15.000Z,Twitter for Android,1.43E+18,5891212,,,,
"Ape2 boleh…""",2021-08-18T03:22:06.000Z,Twitter for iPhone,1.43E+18,84256326,,,,
"Ape2 boleh…""",2021-08-18T03:18:16.000Z,Twitter Web App,1.43E+18,1711935877,,,,
"Ping pong ping pong !!! Dapoq Cin Teepah onss arini boleh Walk-in atau order feom @foodpanda_my and @GrabMY !! 
Ape2 boleh Whatsapp 0164518076 😊
@PerakFood @JJCMPERAK @ohhmyperak @MohKeIpoh https://t.co/M5JqLKPt0h",2021-08-18T03:17:49.000Z,Twitter for iPhone,1.43E+18,123920492,,,,
"RT @nurizzat_: .@GrabMY @KyochonMalaysia Surely this type of marketing is not legal right? It says here ""30% Off"". But the catch is RM 25 M…",2021-08-18T02:56:17.000Z,Twitter for iPhone,1.43E+18,7.09E+17,,,,
"RT @nurizzat_: .@GrabMY @KyochonMalaysia Surely this type of marketing is not legal right? It says here ""30% Off"". But the catch is RM 25 M…",2021-08-18T02:44:16.000Z,Twitter for iPhone,1.43E+18,2993463512,,,,
Voucher sudah abes broo https://t.co/veHAJdTinu,2021-08-18T01:21:26.000Z,TweetDeck,1.43E+18,385780238,,,,
